feature,importance,model
num__queue_slope_3,0.43472858275025617,GB_Single
num__queue_mean_3,0.41905573114786854,GB_Single
num__log_queue_max10,0.05153326701554632,GB_Single
num__count,0.011806046052247918,GB_Single
num__minute_minor_interaction,0.007966160275751002,GB_Single
num__minute_sq,0.007273964208516919,GB_Single
num__relative start (minutes),0.006781728518179846,GB_Single
num__precipitation_sum,0.0034746282471688488,GB_Single
cat__team_chase atlantic,0.003309261936494263,GB_Single
cat__time category_30-60 min before,0.003110753158095742,GB_Single
cat__team_twenty one pilots,0.0028772836599200604,GB_Single
num__minute_cos,0.0027485960659947065,GB_Single
cat__team_lil uzi vert,0.002680320816418445,GB_Single
num__minute_sin,0.0025964815117432887,GB_Single
cat__minor_category_RAP/URBAN,0.0024877668864277253,GB_Single
cat__team_joji,0.0022381820870140704,GB_Single
num__temperature_2m_max,0.001912261339956898,GB_Single
cat__team_ed sheeran,0.001754724798972768,GB_Single
num__temperature_2m_min,0.0015654918857088604,GB_Single
num__tier,0.001504381060780243,GB_Single
cat__team_la clippers,0.0014758547728879353,GB_Single
cat__team_cleveland cavaliers,0.0014063009841269562,GB_Single
num__hour,0.0012370584922073988,GB_Single
cat__team_utah jazz,0.0012239797094045742,GB_Single
cat__time category_0-30 min before,0.0012111148180308652,GB_Single
num__hour_cos,0.0011227421973289146,GB_Single
cat__team_mary j blige,0.001051794055455713,GB_Single
cat__team_rauw alejandro,0.000992230199002492,GB_Single
num__5_minute_bucket,0.0009596488726558674,GB_Single
cat__team_san antonio spurs,0.0008250996654744367,GB_Single
cat__team_travis scott,0.0008052571379131297,GB_Single
cat__team_indiana fever,0.0007979520740540225,GB_Single
cat__team_childish gambino,0.0007979413067478919,GB_Single
cat__team_doja cat,0.0006849467821354257,GB_Single
cat__team_zach bryan,0.000656781409429737,GB_Single
cat__team_ringling bros.3:00pm,0.0006235999344241786,GB_Single
cat__team_russ,0.0006220037986297727,GB_Single
num__day_cos,0.0005833437634344064,GB_Single
num__day_sin,0.0005112596446928052,GB_Single
cat__team_phoenix suns,0.0005034631541101684,GB_Single
cat__minor_category_FOLK,0.0005011170071058078,GB_Single
cat__team_j-hope,0.0004476285915676044,GB_Single
cat__team_disney on ice 7:00pm,0.00044179935186579235,GB_Single
cat__event_day_WED,0.0004324051763125659,GB_Single
cat__minor_category_R & B,0.00040999606385666224,GB_Single
cat__team_buju banton,0.0003643568406871279,GB_Single
cat__time category_60-90 min before,0.0003174500482103864,GB_Single
cat__team_ringling bros.7:00pm,0.0002928109802535471,GB_Single
cat__team_hot wheels 12:30pm,0.00028820847411988314,GB_Single
cat__team_don toliver,0.00028700845378555454,GB_Single
cat__team_chicago sky,0.00027341723610952963,GB_Single
cat__team_philadelphia 76ers,0.00025931701605119055,GB_Single
cat__team_golden state warriors,0.00025728197481351863,GB_Single
cat__minor_category_REGGAETON,0.00024700730488772763,GB_Single
cat__team_wu-tang & nas,0.0002405124552433081,GB_Single
cat__team_konstantinos argiros,0.00023972928392654392,GB_Single
cat__team_the love hard tour,0.000209052372159722,GB_Single
cat__event_day_THU,0.00019515656045471442,GB_Single
cat__team_rod wave,0.00018848078266202645,GB_Single
cat__minor_category_ETHNIC/FOREIGN,0.00018812268371827678,GB_Single
cat__team_orlando magic,0.00018690427239121654,GB_Single
cat__team_lauryn hill,0.0001717265404187646,GB_Single
num__hour_sin,0.00016540737642182943,GB_Single
"cat__team_tyler, the creator",0.00016455558547503048,GB_Single
cat__team_detroit pistons,0.00016420933345624603,GB_Single
cat__team_don omar,0.00015736757312956597,GB_Single
cat__team_vybz kartel,0.0001431262957894874,GB_Single
cat__team_we them ones,0.00014171691139669364,GB_Single
cat__team_miami heat,0.00013747721996854644,GB_Single
cat__team_new york knicks,0.0001362753921595781,GB_Single
cat__team_charli xcx,0.0001281515558589622,GB_Single
cat__minor_category_ICE SHOWS,0.0001255629909074698,GB_Single
cat__team_iron maiden,0.00011374066545742901,GB_Single
cat__minor_category_K-POP,0.0001055431005851525,GB_Single
cat__event_day_MON,9.244407386922524e-05,GB_Single
cat__team_los angeles sparks,9.1411783947171e-05,GB_Single
cat__minor_category_ROCK/POP,9.103805657048562e-05,GB_Single
cat__team_espn nit tip-off,8.098791391072573e-05,GB_Single
cat__property_Brooklyn Nets,8.072584338450938e-05,GB_Single
cat__team_washington mystics,7.309550607707564e-05,GB_Single
cat__team_barak,7.27337568565098e-05,GB_Single
cat__minor_category_HEAVY METAL,6.865066858666455e-05,GB_Single
cat__team_denver nuggets,6.724683480838377e-05,GB_Single
cat__team_sebastian maniscalco,6.36386692046622e-05,GB_Single
cat__team_rock & roll hall of fame,5.950091152965238e-05,GB_Single
cat__minor_category_NBA PRO BASKETBALL,5.917397431436627e-05,GB_Single
cat__minor_category_SPECIAL ENTRY (UPSELL),5.5006361239277344e-05,GB_Single
cat__team_madonna,5.332633193863292e-05,GB_Single
cat__team_zhou shen,4.970618356781187e-05,GB_Single
cat__minor_category_MOTORSPORTS/RACING,4.8575976074729554e-05,GB_Single
num__property_minor_interaction,4.662223510145418e-05,GB_Single
cat__team_konpa kingdom,4.5495034218189274e-05,GB_Single
cat__team_justin timberlake,4.4743289916662734e-05,GB_Single
cat__minor_category_CIRCUS,4.418411974934028e-05,GB_Single
cat__team_minnesota timberwolves,4.219122855584108e-05,GB_Single
cat__team_sabrina carpenter,3.9194191120760376e-05,GB_Single
cat__team_chicago bulls,3.8542283150008355e-05,GB_Single
cat__team_jordan brand classic 2024,3.7938683596201294e-05,GB_Single
cat__team_linkin park,3.766678659510905e-05,GB_Single
cat__time category_90+ min before,3.68563851662812e-05,GB_Single
cat__minor_category_REGGAE,3.5164373076264466e-05,GB_Single
cat__team_billie eilish,3.515817636892015e-05,GB_Single
num__is_weekend,3.484637959809149e-05,GB_Single
cat__team_salsa festival,3.272326555278147e-05,GB_Single
cat__team_thirty seconds to mars,3.1328884944868336e-05,GB_Single
cat__team_memphis grizzlies,2.8333742051281612e-05,GB_Single
cat__minor_category_COMEDY,2.8230031328502525e-05,GB_Single
cat__minor_category_POP,2.732398654199558e-05,GB_Single
cat__team_las vegas aces,2.7060513123556495e-05,GB_Single
cat__minor_category_LATIN MUSIC,2.7014764472076285e-05,GB_Single
cat__team_milwaukee bucks,2.668872081140189e-05,GB_Single
cat__minor_category_DANCE MUSIC/DANCE,2.5387595910004447e-05,GB_Single
cat__event_day_SAT,2.487541965856558e-05,GB_Single
cat__team_los angeles lakers,2.460789061532697e-05,GB_Single
cat__team_chris brown,2.350273760710481e-05,GB_Single
cat__team_usher,2.254161077191839e-05,GB_Single
cat__team_new orleans pelicans,2.2145369209663594e-05,GB_Single
cat__team_minnesota lynx,1.9948553826644622e-05,GB_Single
cat__event_day_TUE,1.9204079783727335e-05,GB_Single
cat__team_indiana pacers,1.84435061672808e-05,GB_Single
cat__team_legends classic,1.7611602436790332e-05,GB_Single
cat__team_bounty killer,1.752355277025762e-05,GB_Single
cat__minor_category_BULL RIDING,1.7307418125016248e-05,GB_Single
cat__team_oklahoma city thunder,1.7222326556174902e-05,GB_Single
cat__team_jonas brothers,1.7175580528202493e-05,GB_Single
cat__minor_category_CLASSICAL/VOCAL,1.7109071200165902e-05,GB_Single
cat__team_aventura,1.6941444485951767e-05,GB_Single
cat__team_dallas mavericks,1.6937864107317784e-05,GB_Single
cat__team_atlanta hawks,1.6605723262560812e-05,GB_Single
cat__team_the millennium tour,1.6557249124127846e-05,GB_Single
cat__team_portland trail blazers,1.4596091444183847e-05,GB_Single
cat__team_peso pluma,1.2683050608680409e-05,GB_Single
cat__team_latto,1.2293656275513978e-05,GB_Single
cat__minor_category_WRESTLING,1.1806660851479581e-05,GB_Single
cat__team_atlantic 10,1.069459990036196e-05,GB_Single
cat__team_disney on ice 4:00pm,1.0306423302719633e-05,GB_Single
cat__team_seattle storm,1.00354188068989e-05,GB_Single
cat__event_day_SUN,8.854995638609659e-06,GB_Single
cat__team_kygo,8.68305397572406e-06,GB_Single
cat__team_gold over america tour,8.188944626600123e-06,GB_Single
cat__team_hans zimmer,8.155030541229365e-06,GB_Single
cat__team_chalk talk  vip upgrade,8.093167496464398e-06,GB_Single
cat__team_hot 97 winter jam,7.656058301646757e-06,GB_Single
cat__time category_30-60 min after,4.250107877349141e-06,GB_Single
cat__minor_category_OTHER,4.211700808376105e-06,GB_Single
cat__team_kirk franklin,4.0776697251138e-06,GB_Single
cat__team_atlanta dream,2.8716090271653006e-06,GB_Single
cat__team_ringling bros.11:00 am,1.8440774402231898e-06,GB_Single
cat__team_nick cave,1.5333749757519412e-06,GB_Single
cat__team_reggae fest massive,1.1720773405906542e-06,GB_Single
cat__team_ringling bros.6:00pm,1.1640475521788676e-06,GB_Single
cat__team_wild n out,0.0,GB_Single
cat__team_connecticut sun,0.0,GB_Single
cat__team_womens champions classic,0.0,GB_Single
cat__team_christian nodal,0.0,GB_Single
cat__team_wwe smackdown,0.0,GB_Single
cat__team_washington wizards,0.0,GB_Single
cat__team_wwe friday night smackdow,0.0,GB_Single
cat__team_dallas wings,0.0,GB_Single
cat__team_wwe monday night raw,0.0,GB_Single
cat__minor_category_GOSPEL,0.0,GB_Single
cat__team_chayanne,0.0,GB_Single
cat__team_charlotte hornets,0.0,GB_Single
cat__property_Liberty,0.0,GB_Single
"cat__team_4 legends, one stage",0.0,GB_Single
cat__minor_category_WNBA PRO BASKETBALL,0.0,GB_Single
cat__team_alejandro fernndez,0.0,GB_Single
cat__team_ana gabriel,0.0,GB_Single
cat__team_april fools comedy jam,0.0,GB_Single
cat__team_arcangel,0.0,GB_Single
cat__minor_category_PRO BASKETBALL,0.0,GB_Single
cat__team_bad bunny,0.0,GB_Single
cat__minor_category_HIGH SCHOOL BASKETBALL,0.0,GB_Single
cat__team_disney on ice 11:00am,0.0,GB_Single
cat__team_boston celtics,0.0,GB_Single
cat__minor_category_COUNTRY,0.0,GB_Single
cat__minor_category_COLLEGE BASKETBALL,0.0,GB_Single
cat__minor_category_BOXING,0.0,GB_Single
cat__team_depeche mode,0.0,GB_Single
cat__team_kehlani - crash world tou,0.0,GB_Single
cat__team_disney on ice 12:00pm,0.0,GB_Single
cat__team_toronto raptors,0.0,GB_Single
cat__team_nabc brooklyn showcase,0.0,GB_Single
cat__team_monster jam 7:00pm,0.0,GB_Single
cat__team_monster jam 1:00pm,0.0,GB_Single
cat__team_missy elliott,0.0,GB_Single
cat__team_houston rockets,0.0,GB_Single
cat__team_mcdonalds all american,0.0,GB_Single
cat__team_maxwell,0.0,GB_Single
cat__team_maverick city music,0.0,GB_Single
cat__team_j balvin,0.0,GB_Single
cat__team_martin lawrence,0.0,GB_Single
cat__team_marc anthony,0.0,GB_Single
cat__team_janet jackson,0.0,GB_Single
cat__team_maccabi ra anana,0.0,GB_Single
cat__team_luis miguel,0.0,GB_Single
cat__team_jhene aiko,0.0,GB_Single
cat__team_liu mens basketball,0.0,GB_Single
cat__team_jj lin,0.0,GB_Single
cat__team_joker xue,0.0,GB_Single
cat__team_lil baby,0.0,GB_Single
cat__team_ladies night r&b super ja,0.0,GB_Single
cat__team_jonathan lee,0.0,GB_Single
cat__team_kacey musgraves,0.0,GB_Single
cat__team_katt williams,0.0,GB_Single
cat__team_hot wheels 7:30pm,0.0,GB_Single
cat__team_nicki minaj,0.0,GB_Single
cat__team_pbc davis vs. roach,0.0,GB_Single
cat__team_gold squad vip upgrade,0.0,GB_Single
cat__team_disney on ice 3:00pm,0.0,GB_Single
cat__team_sza,0.0,GB_Single
cat__team_subtronics,0.0,GB_Single
cat__team_sprite jam fest,0.0,GB_Single
cat__team_sexyy red,0.0,GB_Single
"cat__team_enrique, pitbull, ricky",0.0,GB_Single
cat__team_keyshia cole,0.0,GB_Single
cat__team_future,0.0,GB_Single
cat__team_g.e.m.,0.0,GB_Single
cat__team_romeo santos,0.0,GB_Single
cat__team_golden state valkyries,0.0,GB_Single
cat__team_pbr: teams,0.0,GB_Single
cat__team_grupo frontera,0.0,GB_Single
cat__team_ringling bros.2:00pm,0.0,GB_Single
cat__team_reggae love fest,0.0,GB_Single
cat__team_haney vs garcia,0.0,GB_Single
cat__team_r&b music experience ny,0.0,GB_Single
cat__team_r&b forever tour,0.0,GB_Single
cat__team_power smashers 5:00 pm,0.0,GB_Single
cat__team_power smashers 10:00 am,0.0,GB_Single
cat__team_phoenix mercury,0.0,GB_Single
cat__team_harlem globetrotters,0.0,GB_Single
cat__team_sacramento kings,0.0,GB_Single
num__queue_slope_3,762.0,LGB_Single
num__queue_mean_3,719.0,LGB_Single
num__log_queue_max10,308.0,LGB_Single
num__relative start (minutes),204.0,LGB_Single
num__count,100.0,LGB_Single
num__precipitation_sum,62.0,LGB_Single
num__minute_sq,58.0,LGB_Single
num__hour,41.0,LGB_Single
num__day_sin,37.0,LGB_Single
num__temperature_2m_min,34.0,LGB_Single
cat__team_chase atlantic,34.0,LGB_Single
num__minute_sin,33.0,LGB_Single
cat__time category_30-60 min before,32.0,LGB_Single
cat__team_lil uzi vert,27.0,LGB_Single
cat__team_joji,26.0,LGB_Single
num__temperature_2m_max,26.0,LGB_Single
num__minute_cos,26.0,LGB_Single
cat__team_twenty one pilots,26.0,LGB_Single
cat__team_cleveland cavaliers,25.0,LGB_Single
cat__minor_category_RAP/URBAN,21.0,LGB_Single
num__minute_minor_interaction,20.0,LGB_Single
cat__team_childish gambino,17.0,LGB_Single
cat__time category_0-30 min before,17.0,LGB_Single
cat__team_ed sheeran,15.0,LGB_Single
cat__team_la clippers,15.0,LGB_Single
cat__team_russ,12.0,LGB_Single
cat__team_indiana fever,12.0,LGB_Single
cat__team_utah jazz,12.0,LGB_Single
cat__team_san antonio spurs,12.0,LGB_Single
cat__team_we them ones,11.0,LGB_Single
cat__team_mary j blige,11.0,LGB_Single
cat__team_zach bryan,11.0,LGB_Single
num__day_cos,11.0,LGB_Single
cat__team_disney on ice 7:00pm,10.0,LGB_Single
cat__team_doja cat,8.0,LGB_Single
cat__team_buju banton,8.0,LGB_Single
cat__team_rod wave,7.0,LGB_Single
cat__minor_category_ETHNIC/FOREIGN,6.0,LGB_Single
cat__team_konstantinos argiros,6.0,LGB_Single
cat__minor_category_LATIN MUSIC,6.0,LGB_Single
cat__team_phoenix suns,5.0,LGB_Single
cat__team_j-hope,5.0,LGB_Single
cat__team_ringling bros.3:00pm,5.0,LGB_Single
cat__minor_category_R & B,5.0,LGB_Single
num__property_minor_interaction,4.0,LGB_Single
cat__minor_category_REGGAETON,4.0,LGB_Single
cat__team_milwaukee bucks,3.0,LGB_Single
cat__team_golden state warriors,3.0,LGB_Single
num__hour_sin,3.0,LGB_Single
cat__time category_60-90 min before,3.0,LGB_Single
cat__team_bad bunny,3.0,LGB_Single
cat__team_vybz kartel,3.0,LGB_Single
num__tier,3.0,LGB_Single
cat__minor_category_COMEDY,2.0,LGB_Single
cat__team_wu-tang & nas,2.0,LGB_Single
cat__team_hot wheels 12:30pm,2.0,LGB_Single
cat__team_latto,2.0,LGB_Single
cat__team_miami heat,2.0,LGB_Single
cat__team_atlantic 10,2.0,LGB_Single
cat__team_detroit pistons,2.0,LGB_Single
cat__team_don omar,2.0,LGB_Single
cat__team_ringling bros.7:00pm,2.0,LGB_Single
num__is_weekend,2.0,LGB_Single
cat__team_orlando magic,1.0,LGB_Single
cat__team_the love hard tour,1.0,LGB_Single
cat__team_washington mystics,1.0,LGB_Single
cat__team_hot 97 winter jam,1.0,LGB_Single
cat__team_hot wheels 7:30pm,1.0,LGB_Single
cat__event_day_TUE,1.0,LGB_Single
cat__team_atlanta dream,1.0,LGB_Single
cat__team_madonna,1.0,LGB_Single
cat__team_rauw alejandro,1.0,LGB_Single
cat__minor_category_POP,1.0,LGB_Single
cat__team_new york knicks,1.0,LGB_Single
cat__minor_category_NBA PRO BASKETBALL,1.0,LGB_Single
cat__team_chicago sky,1.0,LGB_Single
cat__team_christian nodal,1.0,LGB_Single
cat__minor_category_ROCK/POP,1.0,LGB_Single
cat__team_rock & roll hall of fame,0.0,LGB_Single
cat__team_r&b music experience ny,0.0,LGB_Single
cat__team_seattle storm,0.0,LGB_Single
cat__team_pbr: teams,0.0,LGB_Single
cat__team_ringling bros.11:00 am,0.0,LGB_Single
cat__team_ringling bros.6:00pm,0.0,LGB_Single
cat__team_salsa festival,0.0,LGB_Single
cat__team_reggae love fest,0.0,LGB_Single
cat__team_sacramento kings,0.0,LGB_Single
cat__team_sabrina carpenter,0.0,LGB_Single
cat__team_peso pluma,0.0,LGB_Single
cat__team_philadelphia 76ers,0.0,LGB_Single
cat__team_phoenix mercury,0.0,LGB_Single
cat__team_romeo santos,0.0,LGB_Single
cat__team_sexyy red,0.0,LGB_Single
cat__team_ringling bros.2:00pm,0.0,LGB_Single
cat__team_portland trail blazers,0.0,LGB_Single
cat__team_reggae fest massive,0.0,LGB_Single
cat__team_power smashers 10:00 am,0.0,LGB_Single
cat__team_power smashers 5:00 pm,0.0,LGB_Single
cat__team_r&b forever tour,0.0,LGB_Single
cat__team_sebastian maniscalco,0.0,LGB_Single
cat__property_Brooklyn Nets,0.0,LGB_Single
cat__team_sprite jam fest,0.0,LGB_Single
cat__minor_category_GOSPEL,0.0,LGB_Single
cat__minor_category_BULL RIDING,0.0,LGB_Single
cat__minor_category_CIRCUS,0.0,LGB_Single
cat__minor_category_CLASSICAL/VOCAL,0.0,LGB_Single
cat__minor_category_COLLEGE BASKETBALL,0.0,LGB_Single
cat__minor_category_COUNTRY,0.0,LGB_Single
cat__minor_category_DANCE MUSIC/DANCE,0.0,LGB_Single
cat__minor_category_FOLK,0.0,LGB_Single
cat__minor_category_SPECIAL ENTRY (UPSELL),0.0,LGB_Single
cat__minor_category_BOXING,0.0,LGB_Single
cat__minor_category_HEAVY METAL,0.0,LGB_Single
cat__minor_category_HIGH SCHOOL BASKETBALL,0.0,LGB_Single
cat__minor_category_ICE SHOWS,0.0,LGB_Single
cat__minor_category_K-POP,0.0,LGB_Single
cat__minor_category_MOTORSPORTS/RACING,0.0,LGB_Single
cat__minor_category_OTHER,0.0,LGB_Single
cat__minor_category_PRO BASKETBALL,0.0,LGB_Single
cat__minor_category_WNBA PRO BASKETBALL,0.0,LGB_Single
cat__team_zhou shen,0.0,LGB_Single
cat__team_subtronics,0.0,LGB_Single
"cat__team_tyler, the creator",0.0,LGB_Single
cat__team_sza,0.0,LGB_Single
cat__team_the millennium tour,0.0,LGB_Single
cat__team_thirty seconds to mars,0.0,LGB_Single
cat__team_toronto raptors,0.0,LGB_Single
cat__time category_30-60 min after,0.0,LGB_Single
cat__team_travis scott,0.0,LGB_Single
cat__property_Liberty,0.0,LGB_Single
cat__team_usher,0.0,LGB_Single
cat__team_wwe smackdown,0.0,LGB_Single
cat__minor_category_REGGAE,0.0,LGB_Single
cat__team_washington wizards,0.0,LGB_Single
cat__minor_category_WRESTLING,0.0,LGB_Single
cat__team_wild n out,0.0,LGB_Single
cat__team_womens champions classic,0.0,LGB_Single
cat__team_wwe friday night smackdow,0.0,LGB_Single
cat__team_wwe monday night raw,0.0,LGB_Single
cat__team_pbc davis vs. roach,0.0,LGB_Single
cat__team_los angeles lakers,0.0,LGB_Single
cat__team_oklahoma city thunder,0.0,LGB_Single
cat__team_chayanne,0.0,LGB_Single
cat__team_chris brown,0.0,LGB_Single
cat__team_connecticut sun,0.0,LGB_Single
cat__team_dallas mavericks,0.0,LGB_Single
cat__team_dallas wings,0.0,LGB_Single
cat__team_denver nuggets,0.0,LGB_Single
cat__team_depeche mode,0.0,LGB_Single
cat__team_disney on ice 11:00am,0.0,LGB_Single
cat__team_disney on ice 12:00pm,0.0,LGB_Single
cat__team_disney on ice 3:00pm,0.0,LGB_Single
cat__team_disney on ice 4:00pm,0.0,LGB_Single
cat__team_don toliver,0.0,LGB_Single
"cat__team_enrique, pitbull, ricky",0.0,LGB_Single
cat__team_espn nit tip-off,0.0,LGB_Single
cat__team_future,0.0,LGB_Single
cat__team_g.e.m.,0.0,LGB_Single
cat__team_gold over america tour,0.0,LGB_Single
cat__team_gold squad vip upgrade,0.0,LGB_Single
cat__team_golden state valkyries,0.0,LGB_Single
cat__team_grupo frontera,0.0,LGB_Single
cat__team_chicago bulls,0.0,LGB_Single
cat__team_charlotte hornets,0.0,LGB_Single
cat__team_hans zimmer,0.0,LGB_Single
cat__team_charli xcx,0.0,LGB_Single
num__5_minute_bucket,0.0,LGB_Single
num__hour_cos,0.0,LGB_Single
cat__event_day_MON,0.0,LGB_Single
cat__event_day_SAT,0.0,LGB_Single
cat__event_day_SUN,0.0,LGB_Single
cat__event_day_THU,0.0,LGB_Single
cat__event_day_WED,0.0,LGB_Single
"cat__team_4 legends, one stage",0.0,LGB_Single
cat__team_alejandro fernndez,0.0,LGB_Single
cat__team_ana gabriel,0.0,LGB_Single
cat__team_april fools comedy jam,0.0,LGB_Single
cat__team_arcangel,0.0,LGB_Single
cat__team_atlanta hawks,0.0,LGB_Single
cat__team_aventura,0.0,LGB_Single
cat__team_barak,0.0,LGB_Single
cat__team_billie eilish,0.0,LGB_Single
cat__team_boston celtics,0.0,LGB_Single
cat__team_bounty killer,0.0,LGB_Single
cat__team_chalk talk  vip upgrade,0.0,LGB_Single
cat__team_haney vs garcia,0.0,LGB_Single
cat__team_harlem globetrotters,0.0,LGB_Single
cat__team_nicki minaj,0.0,LGB_Single
cat__team_legends classic,0.0,LGB_Single
cat__team_linkin park,0.0,LGB_Single
cat__team_liu mens basketball,0.0,LGB_Single
cat__team_los angeles sparks,0.0,LGB_Single
cat__team_luis miguel,0.0,LGB_Single
cat__team_maccabi ra anana,0.0,LGB_Single
cat__team_marc anthony,0.0,LGB_Single
cat__team_martin lawrence,0.0,LGB_Single
cat__team_maverick city music,0.0,LGB_Single
cat__team_maxwell,0.0,LGB_Single
cat__team_mcdonalds all american,0.0,LGB_Single
cat__team_memphis grizzlies,0.0,LGB_Single
cat__team_minnesota lynx,0.0,LGB_Single
cat__team_minnesota timberwolves,0.0,LGB_Single
cat__team_missy elliott,0.0,LGB_Single
cat__team_monster jam 1:00pm,0.0,LGB_Single
cat__team_monster jam 7:00pm,0.0,LGB_Single
cat__team_nabc brooklyn showcase,0.0,LGB_Single
cat__team_new orleans pelicans,0.0,LGB_Single
cat__team_nick cave,0.0,LGB_Single
cat__team_lil baby,0.0,LGB_Single
cat__team_lauryn hill,0.0,LGB_Single
cat__team_houston rockets,0.0,LGB_Single
cat__team_las vegas aces,0.0,LGB_Single
cat__team_indiana pacers,0.0,LGB_Single
cat__team_iron maiden,0.0,LGB_Single
cat__team_j balvin,0.0,LGB_Single
cat__team_janet jackson,0.0,LGB_Single
cat__team_jhene aiko,0.0,LGB_Single
cat__team_jj lin,0.0,LGB_Single
cat__team_joker xue,0.0,LGB_Single
cat__team_jonas brothers,0.0,LGB_Single
cat__team_jonathan lee,0.0,LGB_Single
cat__team_jordan brand classic 2024,0.0,LGB_Single
cat__team_justin timberlake,0.0,LGB_Single
cat__team_kacey musgraves,0.0,LGB_Single
cat__team_katt williams,0.0,LGB_Single
cat__team_kehlani - crash world tou,0.0,LGB_Single
cat__team_keyshia cole,0.0,LGB_Single
cat__team_kirk franklin,0.0,LGB_Single
cat__team_konpa kingdom,0.0,LGB_Single
cat__team_kygo,0.0,LGB_Single
cat__team_ladies night r&b super ja,0.0,LGB_Single
cat__time category_90+ min before,0.0,LGB_Single
num__queue_slope_3,0.06498802453279495,XGB_Single
num__queue_mean_3,0.05261947214603424,XGB_Single
num__log_queue_max10,0.028769709169864655,XGB_Single
cat__team_rauw alejandro,0.02170582301914692,XGB_Single
cat__time category_30-60 min before,0.02161211147904396,XGB_Single
cat__team_zach bryan,0.01979224570095539,XGB_Single
num__hour,0.019106710329651833,XGB_Single
cat__team_joji,0.019095757976174355,XGB_Single
cat__team_the love hard tour,0.01779908314347267,XGB_Single
cat__team_utah jazz,0.017021767795085907,XGB_Single
cat__team_san antonio spurs,0.016681507229804993,XGB_Single
cat__team_chase atlantic,0.0163725595921278,XGB_Single
cat__team_lil uzi vert,0.01588446833193302,XGB_Single
cat__team_twenty one pilots,0.015770865604281425,XGB_Single
cat__team_la clippers,0.01576288416981697,XGB_Single
cat__team_j-hope,0.015275992453098297,XGB_Single
cat__team_wwe monday night raw,0.015115521848201752,XGB_Single
cat__minor_category_R & B,0.01458606868982315,XGB_Single
cat__team_g.e.m.,0.014568117447197437,XGB_Single
num__tier,0.013836984522640705,XGB_Single
cat__team_doja cat,0.013569694012403488,XGB_Single
