feature,importance,model
cat__team_power smashers 5:00 pm,0.0,GB_Multi
cat__team_r&b music experience ny,0.0,GB_Multi
cat__team_reggae love fest,0.0,GB_Multi
cat__team_ringling bros.2:00pm,0.0,GB_Multi
cat__team_romeo santos,0.0,GB_Multi
cat__time category_90+ min before,0.0,GB_Multi
num__queue_mean_3,300.2824427480916,LGB_Multi
num__queue_slope_3,297.6106870229008,LGB_Multi
num__log_queue_max10,168.8320610687023,LGB_Multi
num__count,127.89312977099236,LGB_Multi
num__temperature_2m_max,90.68702290076335,LGB_Multi
num__temperature_2m_min,84.41984732824427,LGB_Multi
num__precipitation_sum,57.786259541984734,LGB_Multi
num__minute_minor_interaction,45.274809160305345,LGB_Multi
num__day_cos,42.12977099236641,LGB_Multi
num__day_sin,39.88549618320611,LGB_Multi
num__tier,33.51145038167939,LGB_Multi
num__hour,26.984732824427482,LGB_Multi
cat__minor_category_RAP/URBAN,19.748091603053435,LGB_Multi
num__is_weekend,15.641221374045802,LGB_Multi
num__hour_sin,11.618320610687023,LGB_Multi
cat__minor_category_ROCK/POP,9.641221374045802,LGB_Multi
num__property_minor_interaction,6.702290076335878,LGB_Multi
cat__minor_category_R & B,6.549618320610687,LGB_Multi
cat__event_day_SUN,6.122137404580153,LGB_Multi
cat__team_disney on ice 7:00pm,5.351145038167939,LGB_Multi
cat__event_day_THU,4.877862595419847,LGB_Multi
cat__team_ringling bros.3:00pm,4.557251908396947,LGB_Multi
cat__team_ringling bros.7:00pm,3.969465648854962,LGB_Multi
cat__minor_category_POP,3.9160305343511452,LGB_Multi
cat__minor_category_ETHNIC/FOREIGN,3.6793893129770994,LGB_Multi
cat__minor_category_NBA PRO BASKETBALL,3.564885496183206,LGB_Multi
cat__minor_category_REGGAETON,3.4885496183206106,LGB_Multi
cat__team_chicago bulls,2.3893129770992365,LGB_Multi
cat__team_detroit pistons,2.3206106870229006,LGB_Multi
cat__team_cleveland cavaliers,2.2900763358778624,LGB_Multi
cat__minor_category_ICE SHOWS,2.282442748091603,LGB_Multi
cat__event_day_TUE,2.1603053435114505,LGB_Multi
cat__minor_category_CIRCUS,2.045801526717557,LGB_Multi
cat__team_orlando magic,1.9618320610687023,LGB_Multi
cat__team_milwaukee bucks,1.7328244274809161,LGB_Multi
cat__team_hot wheels 7:30pm,1.251908396946565,LGB_Multi
cat__team_indiana fever,1.1984732824427482,LGB_Multi
cat__team_bad bunny,1.1755725190839694,LGB_Multi
cat__minor_category_COMEDY,1.1145038167938932,LGB_Multi
cat__team_denver nuggets,1.0916030534351144,LGB_Multi
cat__team_ringling bros.11:00 am,1.0610687022900764,LGB_Multi
cat__team_madonna,1.0610687022900764,LGB_Multi
cat__minor_category_MOTORSPORTS/RACING,1.0610687022900764,LGB_Multi
cat__team_atlanta hawks,1.0229007633587786,LGB_Multi
num__hour_cos,0.9389312977099237,LGB_Multi
cat__minor_category_REGGAE,0.8931297709923665,LGB_Multi
cat__minor_category_LATIN MUSIC,0.8702290076335878,LGB_Multi
cat__team_philadelphia 76ers,0.7480916030534351,LGB_Multi
cat__team_atlantic 10,0.7404580152671756,LGB_Multi
cat__team_usher,0.7099236641221374,LGB_Multi
cat__team_hot wheels 12:30pm,0.4732824427480916,LGB_Multi
cat__team_toronto raptors,0.44274809160305345,LGB_Multi
cat__team_chicago sky,0.4122137404580153,LGB_Multi
cat__team_los angeles sparks,0.33587786259541985,LGB_Multi
cat__minor_category_COLLEGE BASKETBALL,0.31297709923664124,LGB_Multi
cat__team_washington mystics,0.2900763358778626,LGB_Multi
cat__team_legends classic,0.16793893129770993,LGB_Multi
cat__minor_category_SPECIAL ENTRY (UPSELL),0.04580152671755725,LGB_Multi
cat__team_kygo,0.022900763358778626,LGB_Multi
cat__team_connecticut sun,0.015267175572519083,LGB_Multi
cat__team_washington wizards,0.007633587786259542,LGB_Multi
cat__team_seattle storm,0.0,LGB_Multi
cat__team_ringling bros.6:00pm,0.0,LGB_Multi
cat__team_rod wave,0.0,LGB_Multi
cat__team_san antonio spurs,0.0,LGB_Multi
cat__team_rock & roll hall of fame,0.0,LGB_Multi
cat__team_romeo santos,0.0,LGB_Multi
cat__team_sacramento kings,0.0,LGB_Multi
cat__team_sabrina carpenter,0.0,LGB_Multi
cat__team_russ,0.0,LGB_Multi
cat__team_salsa festival,0.0,LGB_Multi
num__relative start (minutes),0.0,LGB_Multi
cat__team_ringling bros.2:00pm,0.0,LGB_Multi
cat__team_reggae love fest,0.0,LGB_Multi
cat__team_new york knicks,0.0,LGB_Multi
cat__team_nick cave,0.0,LGB_Multi
cat__team_nicki minaj,0.0,LGB_Multi
cat__team_oklahoma city thunder,0.0,LGB_Multi
cat__team_pbc davis vs. roach,0.0,LGB_Multi
cat__team_pbr: teams,0.0,LGB_Multi
cat__team_peso pluma,0.0,LGB_Multi
cat__team_phoenix mercury,0.0,LGB_Multi
cat__team_phoenix suns,0.0,LGB_Multi
cat__team_sexyy red,0.0,LGB_Multi
cat__team_portland trail blazers,0.0,LGB_Multi
cat__team_power smashers 10:00 am,0.0,LGB_Multi
cat__team_power smashers 5:00 pm,0.0,LGB_Multi
cat__team_r&b forever tour,0.0,LGB_Multi
cat__team_r&b music experience ny,0.0,LGB_Multi
cat__team_rauw alejandro,0.0,LGB_Multi
cat__team_reggae fest massive,0.0,LGB_Multi
cat__team_sebastian maniscalco,0.0,LGB_Multi
cat__team_wwe smackdown,0.0,LGB_Multi
cat__team_sprite jam fest,0.0,LGB_Multi
cat__minor_category_BULL RIDING,0.0,LGB_Multi
cat__minor_category_COUNTRY,0.0,LGB_Multi
cat__minor_category_DANCE MUSIC/DANCE,0.0,LGB_Multi
cat__minor_category_FOLK,0.0,LGB_Multi
cat__minor_category_GOSPEL,0.0,LGB_Multi
cat__minor_category_HEAVY METAL,0.0,LGB_Multi
cat__minor_category_HIGH SCHOOL BASKETBALL,0.0,LGB_Multi
cat__minor_category_K-POP,0.0,LGB_Multi
cat__minor_category_OTHER,0.0,LGB_Multi
cat__minor_category_PRO BASKETBALL,0.0,LGB_Multi
cat__minor_category_WNBA PRO BASKETBALL,0.0,LGB_Multi
cat__minor_category_WRESTLING,0.0,LGB_Multi
cat__property_Brooklyn Nets,0.0,LGB_Multi
cat__property_Liberty,0.0,LGB_Multi
cat__time category_0-30 min before,0.0,LGB_Multi
cat__time category_30-60 min after,0.0,LGB_Multi
cat__time category_30-60 min before,0.0,LGB_Multi
cat__time category_60-90 min before,0.0,LGB_Multi
cat__minor_category_CLASSICAL/VOCAL,0.0,LGB_Multi
cat__minor_category_BOXING,0.0,LGB_Multi
cat__team_subtronics,0.0,LGB_Multi
cat__team_zhou shen,0.0,LGB_Multi
cat__team_sza,0.0,LGB_Multi
cat__team_the love hard tour,0.0,LGB_Multi
cat__team_the millennium tour,0.0,LGB_Multi
cat__team_thirty seconds to mars,0.0,LGB_Multi
cat__team_travis scott,0.0,LGB_Multi
cat__team_twenty one pilots,0.0,LGB_Multi
"cat__team_tyler, the creator",0.0,LGB_Multi
cat__team_utah jazz,0.0,LGB_Multi
cat__team_vybz kartel,0.0,LGB_Multi
cat__team_we them ones,0.0,LGB_Multi
cat__team_wild n out,0.0,LGB_Multi
cat__team_womens champions classic,0.0,LGB_Multi
cat__team_wu-tang & nas,0.0,LGB_Multi
cat__team_wwe friday night smackdow,0.0,LGB_Multi
cat__team_wwe monday night raw,0.0,LGB_Multi
cat__team_nabc brooklyn showcase,0.0,LGB_Multi
cat__team_zach bryan,0.0,LGB_Multi
cat__team_new orleans pelicans,0.0,LGB_Multi
cat__team_los angeles lakers,0.0,LGB_Multi
cat__team_monster jam 7:00pm,0.0,LGB_Multi
cat__team_grupo frontera,0.0,LGB_Multi
cat__team_childish gambino,0.0,LGB_Multi
cat__team_chris brown,0.0,LGB_Multi
cat__team_christian nodal,0.0,LGB_Multi
cat__team_dallas mavericks,0.0,LGB_Multi
cat__team_dallas wings,0.0,LGB_Multi
cat__team_depeche mode,0.0,LGB_Multi
cat__team_disney on ice 11:00am,0.0,LGB_Multi
cat__team_disney on ice 12:00pm,0.0,LGB_Multi
cat__team_disney on ice 3:00pm,0.0,LGB_Multi
cat__team_disney on ice 4:00pm,0.0,LGB_Multi
cat__team_doja cat,0.0,LGB_Multi
cat__team_don omar,0.0,LGB_Multi
cat__team_don toliver,0.0,LGB_Multi
cat__team_ed sheeran,0.0,LGB_Multi
"cat__team_enrique, pitbull, ricky",0.0,LGB_Multi
cat__team_espn nit tip-off,0.0,LGB_Multi
cat__team_future,0.0,LGB_Multi
cat__team_g.e.m.,0.0,LGB_Multi
cat__team_gold over america tour,0.0,LGB_Multi
cat__team_gold squad vip upgrade,0.0,LGB_Multi
cat__team_golden state valkyries,0.0,LGB_Multi
cat__team_chayanne,0.0,LGB_Multi
cat__team_chase atlantic,0.0,LGB_Multi
cat__team_charlotte hornets,0.0,LGB_Multi
cat__team_ana gabriel,0.0,LGB_Multi
num__5_minute_bucket,0.0,LGB_Multi
num__minute_sin,0.0,LGB_Multi
num__minute_cos,0.0,LGB_Multi
num__minute_sq,0.0,LGB_Multi
cat__event_day_MON,0.0,LGB_Multi
cat__event_day_SAT,0.0,LGB_Multi
cat__event_day_WED,0.0,LGB_Multi
"cat__team_4 legends, one stage",0.0,LGB_Multi
cat__team_alejandro fernndez,0.0,LGB_Multi
cat__team_april fools comedy jam,0.0,LGB_Multi
cat__team_charli xcx,0.0,LGB_Multi
cat__team_arcangel,0.0,LGB_Multi
cat__team_atlanta dream,0.0,LGB_Multi
cat__team_aventura,0.0,LGB_Multi
cat__team_barak,0.0,LGB_Multi
cat__team_billie eilish,0.0,LGB_Multi
cat__team_boston celtics,0.0,LGB_Multi
cat__team_bounty killer,0.0,LGB_Multi
cat__team_buju banton,0.0,LGB_Multi
cat__team_chalk talk  vip upgrade,0.0,LGB_Multi
cat__team_golden state warriors,0.0,LGB_Multi
cat__team_haney vs garcia,0.0,LGB_Multi
cat__team_monster jam 1:00pm,0.0,LGB_Multi
cat__team_hans zimmer,0.0,LGB_Multi
cat__team_ladies night r&b super ja,0.0,LGB_Multi
cat__team_las vegas aces,0.0,LGB_Multi
cat__team_latto,0.0,LGB_Multi
cat__team_lauryn hill,0.0,LGB_Multi
cat__team_lil baby,0.0,LGB_Multi
cat__team_lil uzi vert,0.0,LGB_Multi
cat__team_linkin park,0.0,LGB_Multi
cat__team_liu mens basketball,0.0,LGB_Multi
cat__team_luis miguel,0.0,LGB_Multi
cat__team_maccabi ra anana,0.0,LGB_Multi
cat__team_marc anthony,0.0,LGB_Multi
cat__team_martin lawrence,0.0,LGB_Multi
cat__team_mary j blige,0.0,LGB_Multi
cat__team_maverick city music,0.0,LGB_Multi
cat__team_maxwell,0.0,LGB_Multi
cat__team_mcdonalds all american,0.0,LGB_Multi
cat__team_memphis grizzlies,0.0,LGB_Multi
cat__team_miami heat,0.0,LGB_Multi
cat__team_minnesota lynx,0.0,LGB_Multi
cat__team_minnesota timberwolves,0.0,LGB_Multi
cat__team_missy elliott,0.0,LGB_Multi
cat__team_la clippers,0.0,LGB_Multi
cat__team_konstantinos argiros,0.0,LGB_Multi
cat__team_konpa kingdom,0.0,LGB_Multi
cat__team_jj lin,0.0,LGB_Multi
cat__team_harlem globetrotters,0.0,LGB_Multi
cat__team_hot 97 winter jam,0.0,LGB_Multi
cat__team_houston rockets,0.0,LGB_Multi
cat__team_indiana pacers,0.0,LGB_Multi
cat__team_iron maiden,0.0,LGB_Multi
cat__team_j balvin,0.0,LGB_Multi
cat__team_j-hope,0.0,LGB_Multi
cat__team_janet jackson,0.0,LGB_Multi
cat__team_jhene aiko,0.0,LGB_Multi
cat__team_joji,0.0,LGB_Multi
cat__team_kirk franklin,0.0,LGB_Multi
cat__team_joker xue,0.0,LGB_Multi
cat__team_jonas brothers,0.0,LGB_Multi
cat__team_jonathan lee,0.0,LGB_Multi
cat__team_jordan brand classic 2024,0.0,LGB_Multi
cat__team_justin timberlake,0.0,LGB_Multi
cat__team_kacey musgraves,0.0,LGB_Multi
cat__team_katt williams,0.0,LGB_Multi
cat__team_kehlani - crash world tou,0.0,LGB_Multi
cat__team_keyshia cole,0.0,LGB_Multi
cat__time category_90+ min before,0.0,LGB_Multi
num__log_queue_max10,0.036475151777267456,XGB_Multi
num__queue_slope_3,0.026604214683175087,XGB_Multi
num__temperature_2m_min,0.02433926984667778,XGB_Multi
num__temperature_2m_max,0.02406926453113556,XGB_Multi
num__tier,0.024011416360735893,XGB_Multi
num__day_cos,0.0235529113560915,XGB_Multi
num__count,0.02347431518137455,XGB_Multi
num__day_sin,0.023106765002012253,XGB_Multi
num__minute_minor_interaction,0.021942518651485443,XGB_Multi
num__precipitation_sum,0.02190817892551422,XGB_Multi
num__hour,0.021480804309248924,XGB_Multi
num__queue_mean_3,0.019813260063529015,XGB_Multi
cat__team_twenty one pilots,0.01890346221625805,XGB_Multi
cat__team_lil uzi vert,0.017768841236829758,XGB_Multi
num__is_weekend,0.01661779172718525,XGB_Multi
num__hour_sin,0.015143832191824913,XGB_Multi
cat__team_chase atlantic,0.013616184704005718,XGB_Multi
num__property_minor_interaction,0.01351725123822689,XGB_Multi
cat__team_childish gambino,0.013054940849542618,XGB_Multi
cat__team_joji,0.012437453493475914,XGB_Multi
cat__team_ringling bros.3:00pm,0.012371090240776539,XGB_Multi
cat__team_ed sheeran,0.012173525989055634,XGB_Multi
cat__team_disney on ice 7:00pm,0.011741859838366508,XGB_Multi
cat__minor_category_RAP/URBAN,0.011696640402078629,XGB_Multi
cat__team_russ,0.01129494234919548,XGB_Multi
cat__team_chris brown,0.010641523636877537,XGB_Multi
cat__minor_category_ROCK/POP,0.010587707161903381,XGB_Multi
cat__team_la clippers,0.010229067876935005,XGB_Multi
cat__team_philadelphia 76ers,0.009716393426060677,XGB_Multi
cat__team_rod wave,0.009651929140090942,XGB_Multi
cat__event_day_THU,0.00961361825466156,XGB_Multi
cat__team_zach bryan,0.009451600722968578,XGB_Multi
cat__event_day_SUN,0.009440680034458637,XGB_Multi
cat__team_milwaukee bucks,0.009249064140021801,XGB_Multi
cat__team_cleveland cavaliers,0.009177620522677898,XGB_Multi
cat__team_j-hope,0.00864638201892376,XGB_Multi
cat__team_detroit pistons,0.008426663465797901,XGB_Multi
cat__team_chicago bulls,0.008369729854166508,XGB_Multi
cat__team_chicago sky,0.008045158348977566,XGB_Multi
cat__team_don omar,0.007825748063623905,XGB_Multi
cat__team_madonna,0.007766578812152147,XGB_Multi
cat__team_utah jazz,0.007419779431074858,XGB_Multi
cat__team_indiana fever,0.007398757617920637,XGB_Multi
cat__minor_category_NBA PRO BASKETBALL,0.00725194625556469,XGB_Multi
cat__team_orlando magic,0.007157252635806799,XGB_Multi
cat__event_day_TUE,0.007065980229526758,XGB_Multi
cat__team_mary j blige,0.006783400196582079,XGB_Multi
cat__team_ringling bros.7:00pm,0.006282474845647812,XGB_Multi
cat__minor_category_POP,0.0062491195276379585,XGB_Multi
cat__team_hot wheels 12:30pm,0.006035847123712301,XGB_Multi
cat__team_atlanta hawks,0.005751750897616148,XGB_Multi
cat__team_bad bunny,0.005652140360325575,XGB_Multi
cat__team_konstantinos argiros,0.005541105754673481,XGB_Multi
cat__team_the love hard tour,0.005437787156552076,XGB_Multi
cat__team_rock & roll hall of fame,0.005425034556537867,XGB_Multi
cat__team_buju banton,0.005317387171089649,XGB_Multi
cat__team_san antonio spurs,0.005307366140186787,XGB_Multi
cat__team_toronto raptors,0.005288190208375454,XGB_Multi
cat__team_denver nuggets,0.0051857163198292255,XGB_Multi
cat__team_jonas brothers,0.0051713804714381695,XGB_Multi
cat__team_vybz kartel,0.0051371813751757145,XGB_Multi
cat__team_charli xcx,0.005136949475854635,XGB_Multi
cat__team_charlotte hornets,0.00502883642911911,XGB_Multi
cat__team_iron maiden,0.005018789321184158,XGB_Multi
cat__team_hans zimmer,0.005010539665818214,XGB_Multi
cat__team_aventura,0.004964359104633331,XGB_Multi
cat__team_phoenix suns,0.004870889242738485,XGB_Multi
cat__team_ringling bros.11:00 am,0.004819739144295454,XGB_Multi
cat__team_memphis grizzlies,0.004667453933507204,XGB_Multi
cat__team_don toliver,0.004619445186108351,XGB_Multi
cat__team_golden state warriors,0.004546937067061663,XGB_Multi
cat__team_oklahoma city thunder,0.004506160505115986,XGB_Multi
cat__minor_category_R & B,0.004496714565902948,XGB_Multi
cat__team_portland trail blazers,0.004379244055598974,XGB_Multi
cat__team_doja cat,0.004351163748651743,XGB_Multi
cat__team_we them ones,0.004293247126042843,XGB_Multi
cat__team_miami heat,0.004254045896232128,XGB_Multi
cat__team_dallas mavericks,0.004082247149199247,XGB_Multi
cat__team_wu-tang & nas,0.00402384577319026,XGB_Multi
cat__team_minnesota timberwolves,0.003912234678864479,XGB_Multi
cat__minor_category_CIRCUS,0.0038509005680680275,XGB_Multi
cat__team_los angeles sparks,0.003802093444392085,XGB_Multi
cat__team_atlanta dream,0.003574547590687871,XGB_Multi
cat__team_peso pluma,0.00353208277374506,XGB_Multi
cat__team_barak,0.0034953332506120205,XGB_Multi
cat__team_new orleans pelicans,0.0034787419717758894,XGB_Multi
cat__team_sacramento kings,0.0034667812287807465,XGB_Multi
num__hour_cos,0.0034318743273615837,XGB_Multi
cat__team_hot 97 winter jam,0.0034035302232950926,XGB_Multi
cat__team_los angeles lakers,0.0033279149793088436,XGB_Multi
cat__team_zhou shen,0.003202125895768404,XGB_Multi
cat__team_washington mystics,0.0031495450530201197,XGB_Multi
cat__team_wwe monday night raw,0.0031098017934709787,XGB_Multi
cat__minor_category_REGGAETON,0.0030775435734540224,XGB_Multi
cat__team_jj lin,0.003053865861147642,XGB_Multi
cat__team_hot wheels 7:30pm,0.0030179538298398256,XGB_Multi
cat__team_billie eilish,0.0029076572973281145,XGB_Multi
cat__team_janet jackson,0.0029076295904815197,XGB_Multi
cat__team_gold over america tour,0.0028767064213752747,XGB_Multi
cat__team_usher,0.0028549768030643463,XGB_Multi
cat__team_disney on ice 4:00pm,0.0028140307404100895,XGB_Multi
cat__minor_category_LATIN MUSIC,0.0027907919138669968,XGB_Multi
cat__team_monster jam 7:00pm,0.0027534968685358763,XGB_Multi
cat__team_sza,0.0027111172676086426,XGB_Multi
cat__minor_category_REGGAE,0.0026962298434227705,XGB_Multi
cat__team_maccabi ra anana,0.002668910427019,XGB_Multi
cat__team_salsa festival,0.002663005143404007,XGB_Multi
cat__team_dallas wings,0.002548515796661377,XGB_Multi
cat__team_las vegas aces,0.0025465700309723616,XGB_Multi
cat__team_sebastian maniscalco,0.0025193486362695694,XGB_Multi
cat__team_g.e.m.,0.002510874066501856,XGB_Multi
cat__minor_category_ETHNIC/FOREIGN,0.0024272995069622993,XGB_Multi
cat__team_j balvin,0.0024032152723520994,XGB_Multi
cat__team_lauryn hill,0.0023711416870355606,XGB_Multi
cat__team_indiana pacers,0.0023124709259718657,XGB_Multi
cat__team_arcangel,0.002311643213033676,XGB_Multi
cat__team_boston celtics,0.002260562963783741,XGB_Multi
cat__team_nick cave,0.0022546499967575073,XGB_Multi
cat__minor_category_SPECIAL ENTRY (UPSELL),0.0022397188004106283,XGB_Multi
"cat__team_tyler, the creator",0.0022310102358460426,XGB_Multi
cat__minor_category_ICE SHOWS,0.0020976827945560217,XGB_Multi
cat__team_wild n out,0.0020876373164355755,XGB_Multi
cat__team_sabrina carpenter,0.0020751154515892267,XGB_Multi
cat__team_christian nodal,0.002072377596050501,XGB_Multi
cat__team_konpa kingdom,0.0020116479136049747,XGB_Multi
cat__team_washington wizards,0.001975970109924674,XGB_Multi
cat__team_latto,0.00194759841542691,XGB_Multi
cat__team_justin timberlake,0.0018916792469099164,XGB_Multi
cat__team_seattle storm,0.0018385020084679127,XGB_Multi
cat__team_luis miguel,0.0018356916261836886,XGB_Multi
cat__team_gold squad vip upgrade,0.0018277015769854188,XGB_Multi
cat__team_chalk talk  vip upgrade,0.0017929279711097479,XGB_Multi
cat__team_new york knicks,0.0016917343018576503,XGB_Multi
cat__team_minnesota lynx,0.0016469901893287897,XGB_Multi
cat__team_houston rockets,0.0016283488366752863,XGB_Multi
cat__team_legends classic,0.0015619939658790827,XGB_Multi
cat__team_disney on ice 3:00pm,0.0014789652777835727,XGB_Multi
cat__team_womens champions classic,0.001426410162821412,XGB_Multi
cat__team_disney on ice 11:00am,0.0013511496363207698,XGB_Multi
cat__team_connecticut sun,0.0013496394967660308,XGB_Multi
cat__team_reggae fest massive,0.0012714887270703912,XGB_Multi
cat__team_rauw alejandro,0.0012563938507810235,XGB_Multi
cat__team_nabc brooklyn showcase,0.0011436473578214645,XGB_Multi
cat__team_disney on ice 12:00pm,0.001038094749674201,XGB_Multi
cat__team_espn nit tip-off,0.001036105677485466,XGB_Multi
cat__team_chayanne,0.0010275327367708087,XGB_Multi
cat__team_ringling bros.6:00pm,0.0009996293811127543,XGB_Multi
cat__team_pbr: teams,0.0009952806867659092,XGB_Multi
cat__team_nicki minaj,0.0009705849806778133,XGB_Multi
cat__team_jonathan lee,0.000933928182348609,XGB_Multi
cat__team_wwe smackdown,0.0008534176158718765,XGB_Multi
cat__team_april fools comedy jam,0.0008413777104578912,XGB_Multi
cat__team_kygo,0.0008327054092660546,XGB_Multi
cat__team_mcdonalds all american,0.0007903785444796085,XGB_Multi
cat__team_martin lawrence,0.0007648970931768417,XGB_Multi
cat__team_r&b forever tour,0.0007570663001388311,XGB_Multi
cat__minor_category_MOTORSPORTS/RACING,0.0006980638718232512,XGB_Multi
cat__team_atlantic 10,0.0006624013185501099,XGB_Multi
cat__team_jordan brand classic 2024,0.0006314900238066912,XGB_Multi
cat__team_bounty killer,0.0006166904931887984,XGB_Multi
cat__team_sexyy red,0.0005686588701792061,XGB_Multi
cat__minor_category_COMEDY,0.0005177829880267382,XGB_Multi
cat__team_phoenix mercury,0.0004783389449585229,XGB_Multi
cat__team_reggae love fest,0.000389649358112365,XGB_Multi
cat__team_sprite jam fest,0.00036561323213391006,XGB_Multi
cat__minor_category_GOSPEL,0.0003127205418422818,XGB_Multi
cat__team_thirty seconds to mars,0.0003118296735920012,XGB_Multi
cat__team_haney vs garcia,0.0003090500831604004,XGB_Multi
cat__minor_category_COLLEGE BASKETBALL,0.0002998092386405915,XGB_Multi
cat__team_marc anthony,0.00028299441328272223,XGB_Multi
cat__minor_category_PRO BASKETBALL,0.00023693422554060817,XGB_Multi
cat__team_the millennium tour,0.00021506386110559106,XGB_Multi
cat__team_golden state valkyries,0.00021433946676552296,XGB_Multi
cat__team_kirk franklin,0.0001735860714688897,XGB_Multi
cat__team_maxwell,0.0001068884230335243,XGB_Multi
cat__team_keyshia cole,0.0001016650494420901,XGB_Multi
cat__team_grupo frontera,5.014990165363997e-05,XGB_Multi
cat__minor_category_K-POP,0.0,XGB_Multi
cat__minor_category_OTHER,0.0,XGB_Multi
cat__minor_category_FOLK,0.0,XGB_Multi
cat__minor_category_BOXING,0.0,XGB_Multi
cat__time category_60-90 min before,0.0,XGB_Multi
cat__minor_category_HEAVY METAL,0.0,XGB_Multi
cat__minor_category_DANCE MUSIC/DANCE,0.0,XGB_Multi
cat__time category_30-60 min before,0.0,XGB_Multi
cat__time category_0-30 min before,0.0,XGB_Multi
cat__minor_category_COUNTRY,0.0,XGB_Multi
cat__time category_30-60 min after,0.0,XGB_Multi
cat__property_Liberty,0.0,XGB_Multi
cat__minor_category_BULL RIDING,0.0,XGB_Multi
cat__property_Brooklyn Nets,0.0,XGB_Multi
cat__minor_category_CLASSICAL/VOCAL,0.0,XGB_Multi
cat__minor_category_WRESTLING,0.0,XGB_Multi
cat__minor_category_WNBA PRO BASKETBALL,0.0,XGB_Multi
cat__minor_category_HIGH SCHOOL BASKETBALL,0.0,XGB_Multi
num__relative start (minutes),0.0,XGB_Multi
cat__team_wwe friday night smackdow,0.0,XGB_Multi
cat__team_travis scott,0.0,XGB_Multi
cat__team_jhene aiko,0.0,XGB_Multi
cat__team_harlem globetrotters,0.0,XGB_Multi
cat__team_future,0.0,XGB_Multi
"cat__team_enrique, pitbull, ricky",0.0,XGB_Multi
cat__team_depeche mode,0.0,XGB_Multi
cat__team_ana gabriel,0.0,XGB_Multi
cat__team_alejandro fernndez,0.0,XGB_Multi
"cat__team_4 legends, one stage",0.0,XGB_Multi
cat__event_day_WED,0.0,XGB_Multi
cat__event_day_SAT,0.0,XGB_Multi
cat__event_day_MON,0.0,XGB_Multi
num__minute_sq,0.0,XGB_Multi
num__minute_cos,0.0,XGB_Multi
num__minute_sin,0.0,XGB_Multi
num__5_minute_bucket,0.0,XGB_Multi
cat__team_joker xue,0.0,XGB_Multi
cat__team_kacey musgraves,0.0,XGB_Multi
cat__team_katt williams,0.0,XGB_Multi
cat__team_pbc davis vs. roach,0.0,XGB_Multi
cat__team_subtronics,0.0,XGB_Multi
cat__team_romeo santos,0.0,XGB_Multi
cat__team_ringling bros.2:00pm,0.0,XGB_Multi
cat__team_r&b music experience ny,0.0,XGB_Multi
cat__team_power smashers 5:00 pm,0.0,XGB_Multi
cat__team_power smashers 10:00 am,0.0,XGB_Multi
cat__team_monster jam 1:00pm,0.0,XGB_Multi
cat__team_kehlani - crash world tou,0.0,XGB_Multi
cat__team_missy elliott,0.0,XGB_Multi
cat__team_maverick city music,0.0,XGB_Multi
cat__team_liu mens basketball,0.0,XGB_Multi
cat__team_linkin park,0.0,XGB_Multi
cat__team_lil baby,0.0,XGB_Multi
cat__team_ladies night r&b super ja,0.0,XGB_Multi
cat__time category_90+ min before,0.0,XGB_Multi
